Orthogroup	Desmarestia-dudresnayi_BRAKER_proteins	Desmarestia-herbacea_MALE_proteins	PUBLIC_Ectocarpus-sp7_proteins	PUBLIC_Undaria-pinnatifida_MALE.pep	Schizocladia-ischiensis_proteins	Scytosiphon-promiscuus_MALE_proteins
OG0000010	Ddudresnayi_g8696.t1	prot_D-herbacea_M_contig139.2314.1	Ec-01_002120.1, Ec-01_002170.1, Ec-03_003700.1, Ec-04_004020.1, Ec-06_004970.1, Ec-06_006680.1, Ec-06_009980.1, Ec-07_001050.1, Ec-07_001190.1, Ec-07_002980.1, Ec-07_003230.1, Ec-07_003690.1, Ec-07_004040.1, Ec-15_003620.1, Ec-16_001620.1, Ec-21_003200.1, Ec-23_003450.1, Ec-24_000720.1, Ec-24_002660.1, Ec-24_003360.1, Ec-24_004400.1, Ec-25_003350.1		prot_S-ischiensis_contig11.2200.1, prot_S-ischiensis_contig29.8873.1	prot_S-promiscuus_M_contig105.1323.1, prot_S-promiscuus_M_contig13.2476.1, prot_S-promiscuus_M_contig13.2513.1, prot_S-promiscuus_M_contig13.2515.1, prot_S-promiscuus_M_contig13.2516.1, prot_S-promiscuus_M_contig17.3779.1, prot_S-promiscuus_M_contig19.4490.1, prot_S-promiscuus_M_contig19.4494.1, prot_S-promiscuus_M_contig23.6813.1, prot_S-promiscuus_M_contig24.6968.1, prot_S-promiscuus_M_contig24.6980.1, prot_S-promiscuus_M_contig24.6983.1, prot_S-promiscuus_M_contig24.7050.1, prot_S-promiscuus_M_contig24.7067.1, prot_S-promiscuus_M_contig24.7077.1, prot_S-promiscuus_M_contig24.7109.1, prot_S-promiscuus_M_contig24.7192.1, prot_S-promiscuus_M_contig25.7239.1, prot_S-promiscuus_M_contig26.7692.1, prot_S-promiscuus_M_contig3.8794.1, prot_S-promiscuus_M_contig33.10550.1, prot_S-promiscuus_M_contig35.10982.1, prot_S-promiscuus_M_contig39.11881.1, prot_S-promiscuus_M_contig4.12721.1, prot_S-promiscuus_M_contig42.13288.1, prot_S-promiscuus_M_contig43.13391.1, prot_S-promiscuus_M_contig44.13498.1, prot_S-promiscuus_M_contig44.13499.1, prot_S-promiscuus_M_contig44.13500.1, prot_S-promiscuus_M_contig47.13945.1, prot_S-promiscuus_M_contig51.15150.1, prot_S-promiscuus_M_contig52.15284.1, prot_S-promiscuus_M_contig56.15697.1, prot_S-promiscuus_M_contig6.15970.1, prot_S-promiscuus_M_contig6.16036.1, prot_S-promiscuus_M_contig6.16330.1, prot_S-promiscuus_M_contig7.16981.1
OG0000011	Ddudresnayi_g12539.t1, Ddudresnayi_g12620.t1, Ddudresnayi_g12939.t1, Ddudresnayi_g1462.t1, Ddudresnayi_g16514.t1, Ddudresnayi_g18699.t1, Ddudresnayi_g18706.t1, Ddudresnayi_g19066.t1, Ddudresnayi_g19111.t1, Ddudresnayi_g1959.t1, Ddudresnayi_g1967.t1, Ddudresnayi_g1984.t1, Ddudresnayi_g21157.t1, Ddudresnayi_g21185.t1, Ddudresnayi_g21215.t1, Ddudresnayi_g21359.t1, Ddudresnayi_g21456.t1, Ddudresnayi_g21761.t1, Ddudresnayi_g21999.t1, Ddudresnayi_g22388.t1, Ddudresnayi_g22637.t1, Ddudresnayi_g22638.t1, Ddudresnayi_g23351.t1, Ddudresnayi_g23833.t1, Ddudresnayi_g24407.t1, Ddudresnayi_g2444.t1, Ddudresnayi_g24516.t1, Ddudresnayi_g24543.t1, Ddudresnayi_g25398.t1, Ddudresnayi_g25408.t1, Ddudresnayi_g25478.t1, Ddudresnayi_g25903.t1, Ddudresnayi_g26038.t1, Ddudresnayi_g2749.t1, Ddudresnayi_g2769.t1, Ddudresnayi_g367.t1, Ddudresnayi_g4190.t1, Ddudresnayi_g4206.t1, Ddudresnayi_g4217.t1, Ddudresnayi_g4228.t1, Ddudresnayi_g4414.t1, Ddudresnayi_g4416.t1, Ddudresnayi_g4633.t1, Ddudresnayi_g4659.t1, Ddudresnayi_g5305.t1, Ddudresnayi_g5384.t1, Ddudresnayi_g5714.t1, Ddudresnayi_g5731.t1, Ddudresnayi_g5733.t1, Ddudresnayi_g5747.t1, Ddudresnayi_g6474.t1, Ddudresnayi_g7714.t1, Ddudresnayi_g7788.t1, Ddudresnayi_g7883.t1, Ddudresnayi_g7899.t1, Ddudresnayi_g7934.t1, Ddudresnayi_g8073.t1, Ddudresnayi_g8074.t1, Ddudresnayi_g8075.t1, Ddudresnayi_g8076.t1, Ddudresnayi_g8089.t1, Ddudresnayi_g8327.t1					
OG0000012	Ddudresnayi_g10136.t1, Ddudresnayi_g15437.t1, Ddudresnayi_g18584.t1, Ddudresnayi_g3001.t1, Ddudresnayi_g9948.t1	prot_D-herbacea_M_contig260.7020.1, prot_D-herbacea_M_contig94.15978.1	Ec-02_000110.1, Ec-02_001090.1, Ec-04_001420.1, Ec-04_001420.3, Ec-04_001420.4, Ec-04_001505.1, Ec-05_005360.1, Ec-05_005360.3, Ec-06_001710.1, Ec-07_007330.1, Ec-08_000170.1, Ec-08_000170.3, Ec-08_000390.2, Ec-08_000990.1, Ec-08_000990.3, Ec-08_001140.1, Ec-08_001290.2, Ec-08_001440.1, Ec-11_000430.1, Ec-11_005790.1, Ec-13_002260.1, Ec-13_004770.2, Ec-17_000130.2, Ec-17_000140.1, Ec-19_004420.1, Ec-19_004490.1, Ec-19_004490.2, Ec-23_003090.2, Ec-23_003090.3, Ec-23_003090.4, Ec-23_003980.1, Ec-25_000420.1, Ec-25_000420.3, Ec-25_003520.2	Upin_00007768, Upin_00008099	prot_S-ischiensis_contig52.14934.1	prot_S-promiscuus_M_contig1.663.1, prot_S-promiscuus_M_contig11.1395.1, prot_S-promiscuus_M_contig11.1416.1, prot_S-promiscuus_M_contig11.1418.1, prot_S-promiscuus_M_contig11.1419.1, prot_S-promiscuus_M_contig11.1424.1, prot_S-promiscuus_M_contig13.2455.1, prot_S-promiscuus_M_contig15.3238.1, prot_S-promiscuus_M_contig19.4415.1, prot_S-promiscuus_M_contig44.13521.1, prot_S-promiscuus_M_contig44.13524.1, prot_S-promiscuus_M_contig44.13525.1, prot_S-promiscuus_M_contig44.13526.1, prot_S-promiscuus_M_contig50.15077.1, prot_S-promiscuus_M_contig62.16748.1, prot_S-promiscuus_M_contig62.16756.1, prot_S-promiscuus_M_contig62.16760.1, prot_S-promiscuus_M_contig9.18808.1
OG0000013	Ddudresnayi_g12098.t1, Ddudresnayi_g25598.t1		Ec-06_006640.1	Upin_00006383	prot_S-ischiensis_contig1.365.1, prot_S-ischiensis_contig1.820.1, prot_S-ischiensis_contig115.2464.1, prot_S-ischiensis_contig13.3056.1, prot_S-ischiensis_contig17.4290.1, prot_S-ischiensis_contig17.4426.1, prot_S-ischiensis_contig17.4463.1, prot_S-ischiensis_contig18.4648.1, prot_S-ischiensis_contig19.5017.1, prot_S-ischiensis_contig2.5272.1, prot_S-ischiensis_contig2.5328.1, prot_S-ischiensis_contig2.5461.1, prot_S-ischiensis_contig20.6006.1, prot_S-ischiensis_contig24.7547.1, prot_S-ischiensis_contig25.7689.1, prot_S-ischiensis_contig27.8354.1, prot_S-ischiensis_contig28.8544.1, prot_S-ischiensis_contig3.9181.1, prot_S-ischiensis_contig30.9641.1, prot_S-ischiensis_contig30.9656.1, prot_S-ischiensis_contig30.9744.1, prot_S-ischiensis_contig32.10108.1, prot_S-ischiensis_contig33.10389.1, prot_S-ischiensis_contig35.10871.1, prot_S-ischiensis_contig4.11880.1, prot_S-ischiensis_contig4.12120.1, prot_S-ischiensis_contig4.12212.1, prot_S-ischiensis_contig43.12949.1, prot_S-ischiensis_contig46.13503.1, prot_S-ischiensis_contig49.13875.1, prot_S-ischiensis_contig5.14079.1, prot_S-ischiensis_contig5.14128.1, prot_S-ischiensis_contig5.14207.1, prot_S-ischiensis_contig5.14440.1, prot_S-ischiensis_contig50.14605.1, prot_S-ischiensis_contig53.15098.1, prot_S-ischiensis_contig53.15113.1, prot_S-ischiensis_contig55.15322.1, prot_S-ischiensis_contig60.16792.1, prot_S-ischiensis_contig63.17155.1, prot_S-ischiensis_contig63.17163.1, prot_S-ischiensis_contig64.17286.1, prot_S-ischiensis_contig73.18615.1, prot_S-ischiensis_contig8.19568.1, prot_S-ischiensis_contig81.19858.1, prot_S-ischiensis_contig81.19867.1, prot_S-ischiensis_contig81.19893.1, prot_S-ischiensis_contig81.19895.1, prot_S-ischiensis_contig9.20376.1, prot_S-ischiensis_contig9.20592.1, prot_S-ischiensis_contig92.20931.1, prot_S-ischiensis_contig95.21075.1, prot_S-ischiensis_contig99.21166.1	prot_S-promiscuus_M_contig6.16403.1
OG0000014		prot_D-herbacea_M_contig1.1.1, prot_D-herbacea_M_contig114.1222.1, prot_D-herbacea_M_contig114.1232.1, prot_D-herbacea_M_contig119.1414.1, prot_D-herbacea_M_contig131.2025.1, prot_D-herbacea_M_contig131.2026.1, prot_D-herbacea_M_contig131.2034.1, prot_D-herbacea_M_contig166.3656.1, prot_D-herbacea_M_contig169.3722.1, prot_D-herbacea_M_contig169.3737.1, prot_D-herbacea_M_contig19.4458.1, prot_D-herbacea_M_contig19.4459.1, prot_D-herbacea_M_contig2.5042.1, prot_D-herbacea_M_contig209.5440.1, prot_D-herbacea_M_contig219.5808.1, prot_D-herbacea_M_contig219.5817.1, prot_D-herbacea_M_contig224.6024.1, prot_D-herbacea_M_contig24.6506.1, prot_D-herbacea_M_contig240.6515.1, prot_D-herbacea_M_contig304.8251.1, prot_D-herbacea_M_contig304.8259.1, prot_D-herbacea_M_contig337.8966.1, prot_D-herbacea_M_contig34.9019.1, prot_D-herbacea_M_contig347.9119.1, prot_D-herbacea_M_contig35.9178.1, prot_D-herbacea_M_contig35.9186.1, prot_D-herbacea_M_contig35.9194.1, prot_D-herbacea_M_contig35.9197.1, prot_D-herbacea_M_contig36.9377.1, prot_D-herbacea_M_contig36.9378.1, prot_D-herbacea_M_contig364.9426.1, prot_D-herbacea_M_contig366.9462.1, prot_D-herbacea_M_contig400.10317.1, prot_D-herbacea_M_contig408.10397.1, prot_D-herbacea_M_contig425.10687.1, prot_D-herbacea_M_contig425.10688.1, prot_D-herbacea_M_contig46.11244.1, prot_D-herbacea_M_contig46.11245.1, prot_D-herbacea_M_contig504.12023.1, prot_D-herbacea_M_contig514.12159.1, prot_D-herbacea_M_contig520.12261.1, prot_D-herbacea_M_contig573.12940.1, prot_D-herbacea_M_contig605.13394.1, prot_D-herbacea_M_contig622.13539.1, prot_D-herbacea_M_contig660.13866.1, prot_D-herbacea_M_contig714.14389.1, prot_D-herbacea_M_contig77.14741.1, prot_D-herbacea_M_contig77.14746.1, prot_D-herbacea_M_contig778.14766.1, prot_D-herbacea_M_contig840.15324.1, prot_D-herbacea_M_contig87.15481.1, prot_D-herbacea_M_contig87.15482.1, prot_D-herbacea_M_contig88.15507.1, prot_D-herbacea_M_contig937.15929.1, prot_D-herbacea_M_contig937.15930.1, prot_D-herbacea_M_contig96.16076.1, prot_D-herbacea_M_contig992.16268.1	Ec-21_001370.1			
OG0000015	Ddudresnayi_g11050.t1, Ddudresnayi_g11321.t1, Ddudresnayi_g11443.t1, Ddudresnayi_g12551.t1, Ddudresnayi_g12824.t1, Ddudresnayi_g12825.t1, Ddudresnayi_g14463.t1, Ddudresnayi_g1465.t1, Ddudresnayi_g1468.t1, Ddudresnayi_g14808.t1, Ddudresnayi_g18023.t1, Ddudresnayi_g18519.t1, Ddudresnayi_g18520.t1, Ddudresnayi_g18521.t1, Ddudresnayi_g18526.t1, Ddudresnayi_g18527.t1, Ddudresnayi_g18788.t1, Ddudresnayi_g18825.t1, Ddudresnayi_g18863.t1, Ddudresnayi_g18865.t1, Ddudresnayi_g1933.t1, Ddudresnayi_g1935.t1, Ddudresnayi_g218.t1, Ddudresnayi_g22103.t1, Ddudresnayi_g22104.t1, Ddudresnayi_g22127.t1, Ddudresnayi_g22128.t1, Ddudresnayi_g22176.t1, Ddudresnayi_g22296.t1, Ddudresnayi_g22630.t1, Ddudresnayi_g22852.t1, Ddudresnayi_g23107.t1, Ddudresnayi_g23108.t1, Ddudresnayi_g23786.t1, Ddudresnayi_g25357.t1, Ddudresnayi_g25358.t1, Ddudresnayi_g25360.t1, Ddudresnayi_g25457.t1, Ddudresnayi_g25458.t1, Ddudresnayi_g25460.t1, Ddudresnayi_g25462.t1, Ddudresnayi_g26022.t1, Ddudresnayi_g26023.t1, Ddudresnayi_g26024.t1, Ddudresnayi_g26060.t1, Ddudresnayi_g3619.t1, Ddudresnayi_g399.t1, Ddudresnayi_g4336.t1, Ddudresnayi_g4598.t1, Ddudresnayi_g4599.t1, Ddudresnayi_g4600.t1, Ddudresnayi_g5293.t1, Ddudresnayi_g5818.t1, Ddudresnayi_g5931.t1, Ddudresnayi_g5960.t1, Ddudresnayi_g5961.t1, Ddudresnayi_g7620.t1					
OG0000016	Ddudresnayi_g8561.t1	prot_D-herbacea_M_contig176.4024.1, prot_D-herbacea_M_contig176.4028.1, prot_D-herbacea_M_contig176.4034.1, prot_D-herbacea_M_contig352.9224.1, prot_D-herbacea_M_contig480.11547.1, prot_D-herbacea_M_contig497.11742.1, prot_D-herbacea_M_contig5.11889.1, prot_D-herbacea_M_contig627.13563.1, prot_D-herbacea_M_contig627.13565.1, prot_D-herbacea_M_contig627.13570.1	Ec-00_005440.1, Ec-04_002240.1, Ec-07_000450.1, Ec-07_000500.1, Ec-21_004350.1, Ec-26_005820.1, Ec-26_005890.1, Ec-26_006380.1, Ec-26_006470.1	Upin_00018258, Upin_00018272, Upin_00018273, Upin_00018481, Upin_00018590, Upin_00018720, Upin_00018937, Upin_00018949, Upin_00018953, Upin_00018954, Upin_00020306	prot_S-ischiensis_contig11.2070.1, prot_S-ischiensis_contig12.2641.1, prot_S-ischiensis_contig19.5081.1, prot_S-ischiensis_contig28.8561.1, prot_S-ischiensis_contig3.9604.1, prot_S-ischiensis_contig6.16632.1, prot_S-ischiensis_contig61.16983.1, prot_S-ischiensis_contig61.16989.1, prot_S-ischiensis_contig8.19458.1, prot_S-ischiensis_contig8.19469.1, prot_S-ischiensis_contig8.19483.1, prot_S-ischiensis_contig8.19513.1, prot_S-ischiensis_contig8.19519.1	prot_S-promiscuus_M_contig14.3002.1, prot_S-promiscuus_M_contig14.3009.1, prot_S-promiscuus_M_contig14.3013.1, prot_S-promiscuus_M_contig14.3041.1, prot_S-promiscuus_M_contig14.3044.1, prot_S-promiscuus_M_contig14.3088.1, prot_S-promiscuus_M_contig19.4488.1, prot_S-promiscuus_M_contig35.10993.1, prot_S-promiscuus_M_contig51.15205.1, prot_S-promiscuus_M_contig51.15210.1, prot_S-promiscuus_M_contig51.15216.1
OG0000017			Ec-06_003420.1, Ec-06_003420.2, Ec-06_003420.3, Ec-06_003420.4, Ec-06_003420.5, Ec-07_006970.1, Ec-07_006970.10, Ec-07_006970.11, Ec-07_006970.12, Ec-07_006970.13, Ec-07_006970.14, Ec-07_006970.15, Ec-07_006970.2, Ec-07_006970.3, Ec-07_006970.4, Ec-07_006970.5, Ec-07_006970.6, Ec-07_006970.7, Ec-07_006970.8, Ec-07_006970.9, Ec-07_006980.1, Ec-07_006980.2, Ec-07_006980.3, Ec-07_006990.1, Ec-07_007050.1, Ec-07_007050.2, Ec-07_007050.3, Ec-07_007050.4, Ec-07_007160.1, Ec-07_007160.2, Ec-13_001560.1, Ec-13_001560.3, Ec-13_001560.4, Ec-21_000620.1, Ec-21_000630.1, Ec-21_000630.2, Ec-21_000650.1, Ec-21_000660.1, Ec-21_000660.2, Ec-21_000660.3, Ec-21_000660.4, Ec-21_000660.5, Ec-21_000660.6, Ec-21_000660.7, Ec-21_000710.1, Ec-21_000730.1, Ec-21_000740.1, Ec-21_000750.1, Ec-21_000750.2, Ec-21_000750.3, Ec-21_000760.1, Ec-21_000760.2, Ec-21_000780.1, Ec-21_000780.2, Ec-21_000780.3			
OG0000018	Ddudresnayi_g10674.t1, Ddudresnayi_g10687.t1, Ddudresnayi_g1477.t1, Ddudresnayi_g15642.t1, Ddudresnayi_g19909.t1, Ddudresnayi_g21111.t1, Ddudresnayi_g21112.t1, Ddudresnayi_g22390.t1, Ddudresnayi_g22478.t1, Ddudresnayi_g22610.t1, Ddudresnayi_g22614.t1, Ddudresnayi_g22618.t1, Ddudresnayi_g22643.t1, Ddudresnayi_g22644.t1, Ddudresnayi_g22647.t1, Ddudresnayi_g22762.t1, Ddudresnayi_g22785.t1, Ddudresnayi_g22786.t1, Ddudresnayi_g22789.t1, Ddudresnayi_g22790.t1, Ddudresnayi_g22823.t1, Ddudresnayi_g23549.t1, Ddudresnayi_g23551.t1, Ddudresnayi_g24061.t1, Ddudresnayi_g24282.t1, Ddudresnayi_g24347.t1, Ddudresnayi_g24445.t1, Ddudresnayi_g24524.t1, Ddudresnayi_g24525.t1, Ddudresnayi_g25757.t1, Ddudresnayi_g25904.t1, Ddudresnayi_g25905.t1, Ddudresnayi_g26061.t1, Ddudresnayi_g26066.t1, Ddudresnayi_g26068.t1, Ddudresnayi_g26070.t1, Ddudresnayi_g3609.t1, Ddudresnayi_g3610.t1, Ddudresnayi_g3611.t1, Ddudresnayi_g3718.t1, Ddudresnayi_g3744.t1, Ddudresnayi_g438.t1, Ddudresnayi_g4650.t1, Ddudresnayi_g4651.t1, Ddudresnayi_g4723.t1, Ddudresnayi_g4791.t1, Ddudresnayi_g7248.t1, Ddudresnayi_g7249.t1, Ddudresnayi_g7250.t1, Ddudresnayi_g7699.t1, Ddudresnayi_g8063.t1, Ddudresnayi_g9332.t1					
OG0000019	Ddudresnayi_g14976.t1, Ddudresnayi_g15544.t1, Ddudresnayi_g18571.t1	prot_D-herbacea_M_contig294.7917.1	Ec-02_004670.1, Ec-06_009400.1, Ec-06_009400.2, Ec-06_009400.3, Ec-17_000460.1, Ec-17_000460.2, Ec-17_000460.3, Ec-17_000460.4, Ec-17_000460.5, Ec-19_005200.1, Ec-25_001760.1	Upin_00000260		prot_S-promiscuus_M_contig1.306.1, prot_S-promiscuus_M_contig1.307.1, prot_S-promiscuus_M_contig1.308.1, prot_S-promiscuus_M_contig1.313.1, prot_S-promiscuus_M_contig1.61.1, prot_S-promiscuus_M_contig10.944.1, prot_S-promiscuus_M_contig10.946.1, prot_S-promiscuus_M_contig10.952.1, prot_S-promiscuus_M_contig11.1607.1, prot_S-promiscuus_M_contig12.2014.1, prot_S-promiscuus_M_contig12.2022.1, prot_S-promiscuus_M_contig12.2120.1, prot_S-promiscuus_M_contig12.2123.1, prot_S-promiscuus_M_contig12.2124.1, prot_S-promiscuus_M_contig15.3406.1, prot_S-promiscuus_M_contig2.5389.1, prot_S-promiscuus_M_contig28.8137.1, prot_S-promiscuus_M_contig3.8704.1, prot_S-promiscuus_M_contig30.9711.1, prot_S-promiscuus_M_contig30.9712.1, prot_S-promiscuus_M_contig36.11028.1, prot_S-promiscuus_M_contig43.13356.1, prot_S-promiscuus_M_contig54.15462.1, prot_S-promiscuus_M_contig54.15464.1, prot_S-promiscuus_M_contig54.15465.1, prot_S-promiscuus_M_contig54.15467.1, prot_S-promiscuus_M_contig54.15471.1, prot_S-promiscuus_M_contig54.15472.1, prot_S-promiscuus_M_contig54.15474.1, prot_S-promiscuus_M_contig54.15476.1, prot_S-promiscuus_M_contig54.15477.1, prot_S-promiscuus_M_contig54.15479.1, prot_S-promiscuus_M_contig54.15480.1, prot_S-promiscuus_M_contig61.16709.1, prot_S-promiscuus_M_contig61.16711.1, prot_S-promiscuus_M_contig61.16712.1
OG0000020	Ddudresnayi_g11189.t1, Ddudresnayi_g11283.t1, Ddudresnayi_g1251.t1, Ddudresnayi_g1288.t1, Ddudresnayi_g12984.t1, Ddudresnayi_g12994.t1, Ddudresnayi_g13616.t1, Ddudresnayi_g13620.t1, Ddudresnayi_g13880.t1, Ddudresnayi_g14339.t1, Ddudresnayi_g14358.t1, Ddudresnayi_g14575.t1, Ddudresnayi_g14605.t1, Ddudresnayi_g15086.t1, Ddudresnayi_g19497.t1, Ddudresnayi_g19498.t1, Ddudresnayi_g20723.t1, Ddudresnayi_g21344.t1, Ddudresnayi_g22543.t1, Ddudresnayi_g22837.t1, Ddudresnayi_g23158.t1, Ddudresnayi_g23162.t1, Ddudresnayi_g23274.t1, Ddudresnayi_g23819.t1, Ddudresnayi_g24344.t1, Ddudresnayi_g24513.t1, Ddudresnayi_g24514.t1, Ddudresnayi_g24794.t1, Ddudresnayi_g25422.t1, Ddudresnayi_g25423.t1, Ddudresnayi_g25849.t1, Ddudresnayi_g25933.t1, Ddudresnayi_g2909.t1, Ddudresnayi_g4013.t1, Ddudresnayi_g4285.t1, Ddudresnayi_g4607.t1, Ddudresnayi_g4608.t1, Ddudresnayi_g4880.t1, Ddudresnayi_g4914.t1, Ddudresnayi_g4915.t1, Ddudresnayi_g4918.t1, Ddudresnayi_g5521.t1, Ddudresnayi_g5724.t1, Ddudresnayi_g5885.t1, Ddudresnayi_g5957.t1, Ddudresnayi_g6251.t1, Ddudresnayi_g6252.t1, Ddudresnayi_g6515.t1, Ddudresnayi_g6574.t1, Ddudresnayi_g7287.t1, Ddudresnayi_g76.t1					
OG0000021	Ddudresnayi_g12135.t1, Ddudresnayi_g26929.t1, Ddudresnayi_g9746.t1, Ddudresnayi_g9918.t1	prot_D-herbacea_M_contig197.4759.1, prot_D-herbacea_M_contig3.8110.1, prot_D-herbacea_M_contig3.8111.1, prot_D-herbacea_M_contig33.8818.1, prot_D-herbacea_M_contig464.11269.1, prot_D-herbacea_M_contig464.11276.1, prot_D-herbacea_M_contig50.11940.1, prot_D-herbacea_M_contig79.14850.1, prot_D-herbacea_M_contig97.16096.1	Ec-00_006270.1, Ec-00_006280.1, Ec-01_004710.1, Ec-15_000980.1, Ec-15_000990.2, Ec-15_001000.1, Ec-15_001000.2, Ec-15_001030.1, Ec-17_000210.2, Ec-17_000220.1, Ec-17_001380.1, Ec-17_001380.2, Ec-17_001410.1, Ec-17_002070.1, Ec-17_002070.3, Ec-17_002080.2	Upin_00002909, Upin_00006228, Upin_00006238, Upin_00006369, Upin_00006373, Upin_00006424, Upin_00009810, Upin_00010009, Upin_00010014, Upin_00010467	prot_S-ischiensis_contig55.15391.1, prot_S-ischiensis_contig64.17265.1, prot_S-ischiensis_contig64.17300.1	prot_S-promiscuus_M_contig11.1664.1, prot_S-promiscuus_M_contig11.1675.1, prot_S-promiscuus_M_contig2.4894.1, prot_S-promiscuus_M_contig50.15084.1, prot_S-promiscuus_M_contig6.16311.1, prot_S-promiscuus_M_contig6.16428.1, prot_S-promiscuus_M_contig6.16432.1, prot_S-promiscuus_M_contig7.17580.1, prot_S-promiscuus_M_contig7.17581.1
OG0000022	Ddudresnayi_g12116.t1, Ddudresnayi_g17476.t1	prot_D-herbacea_M_contig14.2399.1, prot_D-herbacea_M_contig195.4679.1, prot_D-herbacea_M_contig6.13227.1		Upin_00024254	prot_S-ischiensis_contig1.316.1, prot_S-ischiensis_contig1.535.1, prot_S-ischiensis_contig1.91.1, prot_S-ischiensis_contig105.1853.1, prot_S-ischiensis_contig108.1919.1, prot_S-ischiensis_contig118.2489.1, prot_S-ischiensis_contig118.2494.1, prot_S-ischiensis_contig125.2844.1, prot_S-ischiensis_contig125.2845.1, prot_S-ischiensis_contig125.2846.1, prot_S-ischiensis_contig130.3159.1, prot_S-ischiensis_contig14.3369.1, prot_S-ischiensis_contig18.4645.1, prot_S-ischiensis_contig19.5092.1, prot_S-ischiensis_contig19.5094.1, prot_S-ischiensis_contig23.7320.1, prot_S-ischiensis_contig24.7523.1, prot_S-ischiensis_contig25.7634.1, prot_S-ischiensis_contig27.8401.1, prot_S-ischiensis_contig29.8821.1, prot_S-ischiensis_contig30.9731.1, prot_S-ischiensis_contig35.10961.1, prot_S-ischiensis_contig36.11104.1, prot_S-ischiensis_contig37.11358.1, prot_S-ischiensis_contig39.11666.1, prot_S-ischiensis_contig40.12465.1, prot_S-ischiensis_contig46.13422.1, prot_S-ischiensis_contig46.13590.1, prot_S-ischiensis_contig47.13679.1, prot_S-ischiensis_contig47.13689.1, prot_S-ischiensis_contig60.16826.1, prot_S-ischiensis_contig62.17080.1, prot_S-ischiensis_contig64.17236.1, prot_S-ischiensis_contig65.17416.1, prot_S-ischiensis_contig67.17574.1, prot_S-ischiensis_contig68.17744.1, prot_S-ischiensis_contig70.18425.1, prot_S-ischiensis_contig74.18823.1, prot_S-ischiensis_contig77.19037.1, prot_S-ischiensis_contig79.19148.1, prot_S-ischiensis_contig81.19855.1, prot_S-ischiensis_contig85.20136.1, prot_S-ischiensis_contig86.20177.1, prot_S-ischiensis_contig94.21032.1	prot_S-promiscuus_M_contig33.10381.1
OG0000023	Ddudresnayi_g1899.t1		Ec-00_004950.1, Ec-16_000360.1, Ec-16_000360.2	Upin_00000107, Upin_00002526, Upin_00002815, Upin_00002872, Upin_00003666, Upin_00003915, Upin_00003917, Upin_00003965, Upin_00007116, Upin_00007297, Upin_00010055, Upin_00010090, Upin_00010778, Upin_00011212, Upin_00012649, Upin_00013889, Upin_00013946, Upin_00014064, Upin_00014438, Upin_00014594, Upin_00015397, Upin_00015406, Upin_00015490, Upin_00015534, Upin_00015572, Upin_00015674, Upin_00015681, Upin_00016222, Upin_00017199, Upin_00017200, Upin_00020536, Upin_00022320, Upin_00023671, Upin_00023910, Upin_00023943, Upin_00024134, Upin_00024551, Upin_00025443, Upin_00026161, Upin_00026662, Upin_00026971, Upin_00027730, Upin_00028081, Upin_00028213, Upin_00029025		prot_S-promiscuus_M_contig57.15743.1
OG0000024	Ddudresnayi_g17489.t1, Ddudresnayi_g2173.t1, Ddudresnayi_g2174.t1, Ddudresnayi_g28762.t1, Ddudresnayi_g5762.t1, Ddudresnayi_g9612.t1, Ddudresnayi_g9839.t1	prot_D-herbacea_M_contig208.5420.1, prot_D-herbacea_M_contig233.6335.1, prot_D-herbacea_M_contig73.14460.1	Ec-05_001620.1, Ec-05_001620.2, Ec-05_001620.3, Ec-17_000970.1, Ec-17_000990.1, Ec-17_001000.1, Ec-17_001000.2, Ec-17_001000.3, Ec-17_001000.4, Ec-17_001000.5, Ec-17_001010.1, Ec-17_001010.2, Ec-17_001010.3, Ec-17_001010.4, Ec-17_001010.5, Ec-17_001010.6, Ec-17_001030.1, Ec-17_002600.1, Ec-22_003220.1, Ec-22_003220.2, Ec-22_003220.3, Ec-22_003220.4, Ec-28_003870.1, Ec-28_003870.2, Ec-28_003870.3, Ec-28_003870.4	Upin_00006203, Upin_00008806, Upin_00015409, Upin_00019261, Upin_00025989, Upin_00025990, Upin_00026101		prot_S-promiscuus_M_contig20.5764.1, prot_S-promiscuus_M_contig6.16375.1, prot_S-promiscuus_M_contig6.16376.1, prot_S-promiscuus_M_contig7.16977.1, prot_S-promiscuus_M_contig7.16979.1, prot_S-promiscuus_M_contig7.17548.1, prot_S-promiscuus_M_contig7.17549.1
